,Variable Name,description
2488,POOLYRSOM_PELL_FTNFT,
2489,POOLYRSOM_PELL_PTNFT,
2490,POOLYRSOM_PELL_ALL,
2491,POOLYRSOM_PELL_FIRSTTIME,
2492,POOLYRSOM_PELL_NOTFIRSTTIME,
2493,POOLYRSOM_PELL_FULLTIME,
2494,POOLYRSOM_PELL_PARTTIME,
2495,OMAWDP8_PELL_FTFT_POOLED_SUPP,
2496,OMENRYP8_PELL_FTFT_POOLED_SUPP,
2497,OMENRAP8_PELL_FTFT_POOLED_SUPP,
2498,OMENRUP8_PELL_FTFT_POOLED_SUPP,
2499,OMAWDP8_PELL_PTFT_POOLED_SUPP,
2500,OMENRYP8_PELL_PTFT_POOLED_SUPP,
2501,OMENRAP8_PELL_PTFT_POOLED_SUPP,
2502,OMENRUP8_PELL_PTFT_POOLED_SUPP,
2503,OMAWDP8_PELL_FTNFT_POOLED_SUPP,
2504,OMENRYP8_PELL_FTNFT_POOLED_SUPP,
2505,OMENRAP8_PELL_FTNFT_POOLED_SUPP,
2506,OMENRUP8_PELL_FTNFT_POOLED_SUPP,
2507,OMAWDP8_PELL_PTNFT_POOLED_SUPP,
2508,OMENRYP8_PELL_PTNFT_POOLED_SUPP,
2509,OMENRAP8_PELL_PTNFT_POOLED_SUPP,
2510,OMENRUP8_PELL_PTNFT_POOLED_SUPP,
2511,OMENRYP_PELL_ALL_POOLED_SUPP,
2512,OMENRAP_PELL_ALL_POOLED_SUPP,
2513,OMAWDP8_PELL_ALL_POOLED_SUPP,
2514,OMENRUP_PELL_ALL_POOLED_SUPP,
2515,OMENRYP_PELL_FTT_POOLED_SUPP,
2516,OMENRAP_PELL_FTT_POOLED_SUPP,
2517,OMAWDP8_PELL_FTT_POOLED_SUPP,
2518,OMENRUP_PELL_FTT_POOLED_SUPP,
2519,OMENRYP_PELL_NFT_POOLED_SUPP,
2520,OMENRAP_PELL_NFT_POOLED_SUPP,
2521,OMAWDP8_PELL_NFT_POOLED_SUPP,
2522,OMENRUP_PELL_NFT_POOLED_SUPP,
2523,OMENRYP_PELL_FT_POOLED_SUPP,
2524,OMENRAP_PELL_FT_POOLED_SUPP,
2525,OMAWDP8_PELL_FT_POOLED_SUPP,
2526,OMENRUP_PELL_FT_POOLED_SUPP,
2527,OMENRYP_PELL_PT_POOLED_SUPP,
2528,OMENRAP_PELL_PT_POOLED_SUPP,
2529,OMAWDP8_PELL_PT_POOLED_SUPP,
2530,OMENRUP_PELL_PT_POOLED_SUPP,
2531,BBRR1_FED_IND_N,
2532,BBRR1_FED_IND_DFLT,
2533,BBRR1_FED_IND_DLNQ,
2534,BBRR1_FED_IND_FBR,
2535,BBRR1_FED_IND_DFR,
2536,BBRR1_FED_IND_NOPROG,
2537,BBRR1_FED_IND_MAKEPROG,
2538,BBRR1_FED_IND_PAIDINFULL,
2539,BBRR1_FED_IND_DISCHARGE,
2540,BBRR1_FED_DEP_N,
2541,BBRR1_FED_DEP_DFLT,
2542,BBRR1_FED_DEP_DLNQ,
2543,BBRR1_FED_DEP_FBR,
2544,BBRR1_FED_DEP_DFR,
2545,BBRR1_FED_DEP_NOPROG,
2546,BBRR1_FED_DEP_MAKEPROG,
2547,BBRR1_FED_DEP_PAIDINFULL,
2548,BBRR1_FED_DEP_DISCHARGE,
2549,BBRR1_FED_PELL_N,
2550,BBRR1_FED_PELL_DFLT,
2551,BBRR1_FED_PELL_DLNQ,
2552,BBRR1_FED_PELL_FBR,
2553,BBRR1_FED_PELL_DFR,
2554,BBRR1_FED_PELL_NOPROG,
2555,BBRR1_FED_PELL_MAKEPROG,
2556,BBRR1_FED_PELL_PAIDINFULL,
2557,BBRR1_FED_PELL_DISCHARGE,
2558,BBRR1_FED_NOPELL_N,
2559,BBRR1_FED_NOPELL_DFLT,
2560,BBRR1_FED_NOPELL_DLNQ,
2561,BBRR1_FED_NOPELL_FBR,
2562,BBRR1_FED_NOPELL_DFR,
2563,BBRR1_FED_NOPELL_NOPROG,
2564,BBRR1_FED_NOPELL_MAKEPROG,
2565,BBRR1_FED_NOPELL_PAIDINFULL,
2566,BBRR1_FED_NOPELL_DISCHARGE,
2567,BBRR1_FED_MALE_N,
2568,BBRR1_FED_MALE_DFLT,
2569,BBRR1_FED_MALE_DLNQ,
2570,BBRR1_FED_MALE_FBR,
2571,BBRR1_FED_MALE_DFR,
2572,BBRR1_FED_MALE_NOPROG,
2573,BBRR1_FED_MALE_MAKEPROG,
2574,BBRR1_FED_MALE_PAIDINFULL,
2575,BBRR1_FED_MALE_DISCHARGE,
2576,BBRR1_FED_NOMALE_N,
2577,BBRR1_FED_NOMALE_DFLT,
2578,BBRR1_FED_NOMALE_DLNQ,
2579,BBRR1_FED_NOMALE_FBR,
2580,BBRR1_FED_NOMALE_DFR,
2581,BBRR1_FED_NOMALE_NOPROG,
2582,BBRR1_FED_NOMALE_MAKEPROG,
2583,BBRR1_FED_NOMALE_PAIDINFULL,
2584,BBRR1_FED_NOMALE_DISCHARGE,
2585,BBRR1_PP_IND_N,
2586,BBRR1_PP_IND_DFLT,
2587,BBRR1_PP_IND_DLNQ,
2588,BBRR1_PP_IND_FBR,
2589,BBRR1_PP_IND_DFR,
2590,BBRR1_PP_IND_NOPROG,
2591,BBRR1_PP_IND_MAKEPROG,
2592,BBRR1_PP_IND_PAIDINFULL,
2593,BBRR1_PP_IND_DISCHARGE,
2594,BBRR1_PP_DEP_N,
2595,BBRR1_PP_DEP_DFLT,
2596,BBRR1_PP_DEP_DLNQ,
2597,BBRR1_PP_DEP_FBR,
2598,BBRR1_PP_DEP_DFR,
2599,BBRR1_PP_DEP_NOPROG,
2600,BBRR1_PP_DEP_MAKEPROG,
2601,BBRR1_PP_DEP_PAIDINFULL,
2602,BBRR1_PP_DEP_DISCHARGE,
2603,BBRR1_PP_PELL_N,
2604,BBRR1_PP_PELL_DFLT,
2605,BBRR1_PP_PELL_DLNQ,
2606,BBRR1_PP_PELL_FBR,
2607,BBRR1_PP_PELL_DFR,
2608,BBRR1_PP_PELL_NOPROG,
2609,BBRR1_PP_PELL_MAKEPROG,
2610,BBRR1_PP_PELL_PAIDINFULL,
2611,BBRR1_PP_PELL_DISCHARGE,
2612,BBRR1_PP_NOPELL_N,
2613,BBRR1_PP_NOPELL_DFLT,
2614,BBRR1_PP_NOPELL_DLNQ,
2615,BBRR1_PP_NOPELL_FBR,
2616,BBRR1_PP_NOPELL_DFR,
2617,BBRR1_PP_NOPELL_NOPROG,
2618,BBRR1_PP_NOPELL_MAKEPROG,
2619,BBRR1_PP_NOPELL_PAIDINFULL,
2620,BBRR1_PP_NOPELL_DISCHARGE,
2621,BBRR1_PP_MALE_N,
2622,BBRR1_PP_MALE_DFLT,
2623,BBRR1_PP_MALE_DLNQ,
2624,BBRR1_PP_MALE_FBR,
2625,BBRR1_PP_MALE_DFR,
2626,BBRR1_PP_MALE_NOPROG,
2627,BBRR1_PP_MALE_MAKEPROG,
2628,BBRR1_PP_MALE_PAIDINFULL,
2629,BBRR1_PP_MALE_DISCHARGE,
2630,BBRR1_PP_NOMALE_N,
2631,BBRR1_PP_NOMALE_DFLT,
2632,BBRR1_PP_NOMALE_DLNQ,
2633,BBRR1_PP_NOMALE_FBR,
2634,BBRR1_PP_NOMALE_DFR,
2635,BBRR1_PP_NOMALE_NOPROG,
2636,BBRR1_PP_NOMALE_MAKEPROG,
2637,BBRR1_PP_NOMALE_PAIDINFULL,
2638,BBRR1_PP_NOMALE_DISCHARGE,
2639,BBRR2_FED_IND_N,
2640,BBRR2_FED_IND_DFLT,
2641,BBRR2_FED_IND_DLNQ,
2642,BBRR2_FED_IND_FBR,
2643,BBRR2_FED_IND_DFR,
2644,BBRR2_FED_IND_NOPROG,
2645,BBRR2_FED_IND_MAKEPROG,
2646,BBRR2_FED_IND_PAIDINFULL,
2647,BBRR2_FED_IND_DISCHARGE,
2648,BBRR2_FED_DEP_N,
2649,BBRR2_FED_DEP_DFLT,
2650,BBRR2_FED_DEP_DLNQ,
2651,BBRR2_FED_DEP_FBR,
2652,BBRR2_FED_DEP_DFR,
2653,BBRR2_FED_DEP_NOPROG,
2654,BBRR2_FED_DEP_MAKEPROG,
2655,BBRR2_FED_DEP_PAIDINFULL,
2656,BBRR2_FED_DEP_DISCHARGE,
2657,BBRR2_FED_PELL_N,
2658,BBRR2_FED_PELL_DFLT,
2659,BBRR2_FED_PELL_DLNQ,
2660,BBRR2_FED_PELL_FBR,
2661,BBRR2_FED_PELL_DFR,
2662,BBRR2_FED_PELL_NOPROG,
2663,BBRR2_FED_PELL_MAKEPROG,
2664,BBRR2_FED_PELL_PAIDINFULL,
2665,BBRR2_FED_PELL_DISCHARGE,
2666,BBRR2_FED_NOPELL_N,
2667,BBRR2_FED_NOPELL_DFLT,
2668,BBRR2_FED_NOPELL_DLNQ,
2669,BBRR2_FED_NOPELL_FBR,
2670,BBRR2_FED_NOPELL_DFR,
2671,BBRR2_FED_NOPELL_NOPROG,
2672,BBRR2_FED_NOPELL_MAKEPROG,
2673,BBRR2_FED_NOPELL_PAIDINFULL,
2674,BBRR2_FED_NOPELL_DISCHARGE,
2675,BBRR2_FED_MALE_N,
2676,BBRR2_FED_MALE_DFLT,
2677,BBRR2_FED_MALE_DLNQ,
2678,BBRR2_FED_MALE_FBR,
2679,BBRR2_FED_MALE_DFR,
2680,BBRR2_FED_MALE_NOPROG,
2681,BBRR2_FED_MALE_MAKEPROG,
2682,BBRR2_FED_MALE_PAIDINFULL,
2683,BBRR2_FED_MALE_DISCHARGE,
2684,BBRR2_FED_NOMALE_N,
2685,BBRR2_FED_NOMALE_DFLT,
2686,BBRR2_FED_NOMALE_DLNQ,
2687,BBRR2_FED_NOMALE_FBR,
2688,BBRR2_FED_NOMALE_DFR,
2689,BBRR2_FED_NOMALE_NOPROG,
2690,BBRR2_FED_NOMALE_MAKEPROG,
2691,BBRR2_FED_NOMALE_PAIDINFULL,
2692,BBRR2_FED_NOMALE_DISCHARGE,
2693,BBRR2_PP_IND_N,
2694,BBRR2_PP_IND_DFLT,
2695,BBRR2_PP_IND_DLNQ,
2696,BBRR2_PP_IND_FBR,
2697,BBRR2_PP_IND_DFR,
2698,BBRR2_PP_IND_NOPROG,
2699,BBRR2_PP_IND_MAKEPROG,
2700,BBRR2_PP_IND_PAIDINFULL,
2701,BBRR2_PP_IND_DISCHARGE,
2702,BBRR2_PP_DEP_N,
2703,BBRR2_PP_DEP_DFLT,
2704,BBRR2_PP_DEP_DLNQ,
2705,BBRR2_PP_DEP_FBR,
2706,BBRR2_PP_DEP_DFR,
2707,BBRR2_PP_DEP_NOPROG,
2708,BBRR2_PP_DEP_MAKEPROG,
2709,BBRR2_PP_DEP_PAIDINFULL,
2710,BBRR2_PP_DEP_DISCHARGE,
2711,BBRR2_PP_PELL_N,
2712,BBRR2_PP_PELL_DFLT,
2713,BBRR2_PP_PELL_DLNQ,
2714,BBRR2_PP_PELL_FBR,
2715,BBRR2_PP_PELL_DFR,
2716,BBRR2_PP_PELL_NOPROG,
2717,BBRR2_PP_PELL_MAKEPROG,
2718,BBRR2_PP_PELL_PAIDINFULL,
2719,BBRR2_PP_PELL_DISCHARGE,
2720,BBRR2_PP_NOPELL_N,
2721,BBRR2_PP_NOPELL_DFLT,
2722,BBRR2_PP_NOPELL_DLNQ,
2723,BBRR2_PP_NOPELL_FBR,
2724,BBRR2_PP_NOPELL_DFR,
2725,BBRR2_PP_NOPELL_NOPROG,
2726,BBRR2_PP_NOPELL_MAKEPROG,
2727,BBRR2_PP_NOPELL_PAIDINFULL,
2728,BBRR2_PP_NOPELL_DISCHARGE,
2729,BBRR2_PP_MALE_N,
2730,BBRR2_PP_MALE_DFLT,
2731,BBRR2_PP_MALE_DLNQ,
2732,BBRR2_PP_MALE_FBR,
2733,BBRR2_PP_MALE_DFR,
2734,BBRR2_PP_MALE_NOPROG,
2735,BBRR2_PP_MALE_MAKEPROG,
2736,BBRR2_PP_MALE_PAIDINFULL,
2737,BBRR2_PP_MALE_DISCHARGE,
2738,BBRR2_PP_NOMALE_N,
2739,BBRR2_PP_NOMALE_DFLT,
2740,BBRR2_PP_NOMALE_DLNQ,
2741,BBRR2_PP_NOMALE_FBR,
2742,BBRR2_PP_NOMALE_DFR,
2743,BBRR2_PP_NOMALE_NOPROG,
2744,BBRR2_PP_NOMALE_MAKEPROG,
2745,BBRR2_PP_NOMALE_PAIDINFULL,
2746,BBRR2_PP_NOMALE_DISCHARGE,
2747,BBRR3_FED_UG_N,
2748,BBRR3_FED_UG_DFLT,
2749,BBRR3_FED_UG_DLNQ,
2750,BBRR3_FED_UG_FBR,
2751,BBRR3_FED_UG_DFR,
2752,BBRR3_FED_UG_NOPROG,
2753,BBRR3_FED_UG_MAKEPROG,
2754,BBRR3_FED_UG_PAIDINFULL,
2755,BBRR3_FED_UG_DISCHARGE,
2756,BBRR3_FED_UGCOMP_N,
2757,BBRR3_FED_UGCOMP_DFLT,
2758,BBRR3_FED_UGCOMP_DLNQ,
2759,BBRR3_FED_UGCOMP_FBR,
2760,BBRR3_FED_UGCOMP_DFR,
2761,BBRR3_FED_UGCOMP_NOPROG,
2762,BBRR3_FED_UGCOMP_MAKEPROG,
2763,BBRR3_FED_UGCOMP_PAIDINFULL,
2764,BBRR3_FED_UGCOMP_DISCHARGE,
2765,BBRR3_FED_UGNOCOMP_N,
2766,BBRR3_FED_UGNOCOMP_DFLT,
2767,BBRR3_FED_UGNOCOMP_DLNQ,
2768,BBRR3_FED_UGNOCOMP_FBR,
2769,BBRR3_FED_UGNOCOMP_DFR,
2770,BBRR3_FED_UGNOCOMP_NOPROG,
2771,BBRR3_FED_UGNOCOMP_MAKEPROG,
2772,BBRR3_FED_UGNOCOMP_PAIDINFULL,
2773,BBRR3_FED_UGNOCOMP_DISCHARGE,
2774,BBRR3_FED_UGUNK_N,
2775,BBRR3_FED_UGUNK_DFLT,
2776,BBRR3_FED_UGUNK_DLNQ,
2777,BBRR3_FED_UGUNK_FBR,
2778,BBRR3_FED_UGUNK_DFR,
2779,BBRR3_FED_UGUNK_NOPROG,
2780,BBRR3_FED_UGUNK_MAKEPROG,
2781,BBRR3_FED_UGUNK_PAIDINFULL,
2782,BBRR3_FED_UGUNK_DISCHARGE,
2783,BBRR3_FED_GR_N,
2784,BBRR3_FED_GR_DFLT,
2785,BBRR3_FED_GR_DLNQ,
2786,BBRR3_FED_GR_FBR,
2787,BBRR3_FED_GR_DFR,
2788,BBRR3_FED_GR_NOPROG,
2789,BBRR3_FED_GR_MAKEPROG,
2790,BBRR3_FED_GR_PAIDINFULL,
2791,BBRR3_FED_GR_DISCHARGE,
2792,BBRR3_FED_GRCOMP_N,
2793,BBRR3_FED_GRCOMP_DFLT,
2794,BBRR3_FED_GRCOMP_DLNQ,
2795,BBRR3_FED_GRCOMP_FBR,
2796,BBRR3_FED_GRCOMP_DFR,
2797,BBRR3_FED_GRCOMP_NOPROG,
2798,BBRR3_FED_GRCOMP_MAKEPROG,
2799,BBRR3_FED_GRCOMP_PAIDINFULL,
2800,BBRR3_FED_GRCOMP_DISCHARGE,
2801,BBRR3_FED_GRNOCOMP_N,
2802,BBRR3_FED_GRNOCOMP_DFLT,
2803,BBRR3_FED_GRNOCOMP_DLNQ,
2804,BBRR3_FED_GRNOCOMP_FBR,
2805,BBRR3_FED_GRNOCOMP_DFR,
2806,BBRR3_FED_GRNOCOMP_NOPROG,
2807,BBRR3_FED_GRNOCOMP_MAKEPROG,
2808,BBRR3_FED_GRNOCOMP_PAIDINFULL,
2809,BBRR3_FED_GRNOCOMP_DISCHARGE,
2810,BBRR3_PP_UG_N,
2811,BBRR3_PP_UG_DFLT,
2812,BBRR3_PP_UG_DLNQ,
2813,BBRR3_PP_UG_FBR,
2814,BBRR3_PP_UG_DFR,
2815,BBRR3_PP_UG_NOPROG,
2816,BBRR3_PP_UG_MAKEPROG,
2817,BBRR3_PP_UG_PAIDINFULL,
2818,BBRR3_PP_UG_DISCHARGE,
2819,BBRR3_PP_UGCOMP_N,
2820,BBRR3_PP_UGCOMP_DFLT,
2821,BBRR3_PP_UGCOMP_DLNQ,
2822,BBRR3_PP_UGCOMP_FBR,
2823,BBRR3_PP_UGCOMP_DFR,
2824,BBRR3_PP_UGCOMP_NOPROG,
2825,BBRR3_PP_UGCOMP_MAKEPROG,
2826,BBRR3_PP_UGCOMP_PAIDINFULL,
2827,BBRR3_PP_UGCOMP_DISCHARGE,
2828,BBRR3_PP_UGNOCOMP_N,
2829,BBRR3_PP_UGNOCOMP_DFLT,
2830,BBRR3_PP_UGNOCOMP_DLNQ,
2831,BBRR3_PP_UGNOCOMP_FBR,
2832,BBRR3_PP_UGNOCOMP_DFR,
2833,BBRR3_PP_UGNOCOMP_NOPROG,
2834,BBRR3_PP_UGNOCOMP_MAKEPROG,
2835,BBRR3_PP_UGNOCOMP_PAIDINFULL,
2836,BBRR3_PP_UGNOCOMP_DISCHARGE,
2837,BBRR3_PP_UGUNK_N,
2838,BBRR3_PP_UGUNK_DFLT,
2839,BBRR3_PP_UGUNK_DLNQ,
2840,BBRR3_PP_UGUNK_FBR,
2841,BBRR3_PP_UGUNK_DFR,
2842,BBRR3_PP_UGUNK_NOPROG,
2843,BBRR3_PP_UGUNK_MAKEPROG,
2844,BBRR3_PP_UGUNK_PAIDINFULL,
2845,BBRR3_PP_UGUNK_DISCHARGE,
2846,BBRR3_FED_IND_N,
2847,BBRR3_FED_IND_DFLT,
2848,BBRR3_FED_IND_DLNQ,
2849,BBRR3_FED_IND_FBR,
2850,BBRR3_FED_IND_DFR,
2851,BBRR3_FED_IND_NOPROG,
2852,BBRR3_FED_IND_MAKEPROG,
2853,BBRR3_FED_IND_PAIDINFULL,
2854,BBRR3_FED_IND_DISCHARGE,
2855,BBRR3_FED_DEP_N,
2856,BBRR3_FED_DEP_DFLT,
2857,BBRR3_FED_DEP_DLNQ,
2858,BBRR3_FED_DEP_FBR,
2859,BBRR3_FED_DEP_DFR,
2860,BBRR3_FED_DEP_NOPROG,
2861,BBRR3_FED_DEP_MAKEPROG,
2862,BBRR3_FED_DEP_PAIDINFULL,
2863,BBRR3_FED_DEP_DISCHARGE,
2864,BBRR3_FED_PELL_N,
2865,BBRR3_FED_PELL_DFLT,
2866,BBRR3_FED_PELL_DLNQ,
2867,BBRR3_FED_PELL_FBR,
2868,BBRR3_FED_PELL_DFR,
2869,BBRR3_FED_PELL_NOPROG,
2870,BBRR3_FED_PELL_MAKEPROG,
2871,BBRR3_FED_PELL_PAIDINFULL,
2872,BBRR3_FED_PELL_DISCHARGE,
2873,BBRR3_FED_NOPELL_N,
2874,BBRR3_FED_NOPELL_DFLT,
2875,BBRR3_FED_NOPELL_DLNQ,
2876,BBRR3_FED_NOPELL_FBR,
2877,BBRR3_FED_NOPELL_DFR,
2878,BBRR3_FED_NOPELL_NOPROG,
2879,BBRR3_FED_NOPELL_MAKEPROG,
2880,BBRR3_FED_NOPELL_PAIDINFULL,
2881,BBRR3_FED_NOPELL_DISCHARGE,
2882,BBRR3_FED_MALE_N,
2883,BBRR3_FED_MALE_DFLT,
2884,BBRR3_FED_MALE_DLNQ,
2885,BBRR3_FED_MALE_FBR,
2886,BBRR3_FED_MALE_DFR,
2887,BBRR3_FED_MALE_NOPROG,
2888,BBRR3_FED_MALE_MAKEPROG,
2889,BBRR3_FED_MALE_PAIDINFULL,
2890,BBRR3_FED_MALE_DISCHARGE,
2891,BBRR3_FED_NOMALE_N,
2892,BBRR3_FED_NOMALE_DFLT,
2893,BBRR3_FED_NOMALE_DLNQ,
2894,BBRR3_FED_NOMALE_FBR,
2895,BBRR3_FED_NOMALE_DFR,
2896,BBRR3_FED_NOMALE_NOPROG,
2897,BBRR3_FED_NOMALE_MAKEPROG,
2898,BBRR3_FED_NOMALE_PAIDINFULL,
2899,BBRR3_FED_NOMALE_DISCHARGE,
2900,BBRR3_PP_IND_N,
2901,BBRR3_PP_IND_DFLT,
2902,BBRR3_PP_IND_DLNQ,
2903,BBRR3_PP_IND_FBR,
2904,BBRR3_PP_IND_DFR,
2905,BBRR3_PP_IND_NOPROG,
2906,BBRR3_PP_IND_MAKEPROG,
2907,BBRR3_PP_IND_PAIDINFULL,
2908,BBRR3_PP_IND_DISCHARGE,
2909,BBRR3_PP_DEP_N,
2910,BBRR3_PP_DEP_DFLT,
2911,BBRR3_PP_DEP_DLNQ,
2912,BBRR3_PP_DEP_FBR,
2913,BBRR3_PP_DEP_DFR,
2914,BBRR3_PP_DEP_NOPROG,
2915,BBRR3_PP_DEP_MAKEPROG,
2916,BBRR3_PP_DEP_PAIDINFULL,
2917,BBRR3_PP_DEP_DISCHARGE,
2918,BBRR3_PP_PELL_N,
2919,BBRR3_PP_PELL_DFLT,
2920,BBRR3_PP_PELL_DLNQ,
2921,BBRR3_PP_PELL_FBR,
2922,BBRR3_PP_PELL_DFR,
2923,BBRR3_PP_PELL_NOPROG,
2924,BBRR3_PP_PELL_MAKEPROG,
2925,BBRR3_PP_PELL_PAIDINFULL,
2926,BBRR3_PP_PELL_DISCHARGE,
2927,BBRR3_PP_NOPELL_N,
2928,BBRR3_PP_NOPELL_DFLT,
2929,BBRR3_PP_NOPELL_DLNQ,
2930,BBRR3_PP_NOPELL_FBR,
2931,BBRR3_PP_NOPELL_DFR,
2932,BBRR3_PP_NOPELL_NOPROG,
2933,BBRR3_PP_NOPELL_MAKEPROG,
2934,BBRR3_PP_NOPELL_PAIDINFULL,
2935,BBRR3_PP_NOPELL_DISCHARGE,
2936,BBRR3_PP_MALE_N,
2937,BBRR3_PP_MALE_DFLT,
2938,BBRR3_PP_MALE_DLNQ,
2939,BBRR3_PP_MALE_FBR,
2940,BBRR3_PP_MALE_DFR,
2941,BBRR3_PP_MALE_NOPROG,
2942,BBRR3_PP_MALE_MAKEPROG,
2943,BBRR3_PP_MALE_PAIDINFULL,
2944,BBRR3_PP_MALE_DISCHARGE,
2945,BBRR3_PP_NOMALE_N,
2946,BBRR3_PP_NOMALE_DFLT,
2947,BBRR3_PP_NOMALE_DLNQ,
2948,BBRR3_PP_NOMALE_FBR,
2949,BBRR3_PP_NOMALE_DFR,
2950,BBRR3_PP_NOMALE_NOPROG,
2951,BBRR3_PP_NOMALE_MAKEPROG,
2952,BBRR3_PP_NOMALE_PAIDINFULL,
2953,BBRR3_PP_NOMALE_DISCHARGE,
2954,COUNT_NWNE_1YR,"Treasury AY2016-17, AY2017-18 pooled cohort measured in CY2018, CY2019"
2955,COUNT_WNE_1YR,"Treasury AY2016-17, AY2017-18 pooled cohort measured in CY2018, CY2019"
2956,CNTOVER150_1YR,"Treasury AY2016-17, AY2017-18 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2957,GT_THRESHOLD_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2958,GT_THRESHOLD_P6_SUPP,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2959,MD_EARN_WNE_INC1_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2960,MD_EARN_WNE_INC2_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2961,MD_EARN_WNE_INC3_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2962,MD_EARN_WNE_INDEP1_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2963,MD_EARN_WNE_INDEP0_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2964,MD_EARN_WNE_MALE0_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2965,MD_EARN_WNE_MALE1_P6,"Treasury AY2011-12, AY2012-13 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2966,GT_THRESHOLD_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2967,COUNT_WNE_INC1_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019"
2968,MD_EARN_WNE_INC1_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2969,COUNT_WNE_INC2_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019"
2970,MD_EARN_WNE_INC2_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2971,COUNT_WNE_INC3_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019"
2972,MD_EARN_WNE_INC3_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2973,COUNT_WNE_INDEP1_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019"
2974,MD_EARN_WNE_INDEP1_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2975,COUNT_WNE_INDEP0_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019"
2976,MD_EARN_WNE_INDEP0_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2977,COUNT_WNE_MALE0_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019"
2978,MD_EARN_WNE_MALE0_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2979,COUNT_WNE_MALE1_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019"
2980,MD_EARN_WNE_MALE1_P8,"Treasury AY2009-10, AY2010-11 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2981,GT_THRESHOLD_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2982,MD_EARN_WNE_INC1_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2983,MD_EARN_WNE_INC2_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2984,MD_EARN_WNE_INC3_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2985,MD_EARN_WNE_INDEP1_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2986,MD_EARN_WNE_INDEP0_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2987,MD_EARN_WNE_MALE0_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2988,MD_EARN_WNE_MALE1_P10,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2018, CY2019, inflation adjusted to 2020 dollars"
2989,STUFACR,"Fall 2018, reported in IPEDS DCY2018-19"
2990,IRPS_2MOR,"Fall 2018, reported in IPEDS DCY2018-19"
2991,IRPS_AIAN,"Fall 2018, reported in IPEDS DCY2018-19"
2992,IRPS_ASIAN,"Fall 2018, reported in IPEDS DCY2018-19"
2993,IRPS_BLACK,"Fall 2018, reported in IPEDS DCY2018-19"
